"Date","Price","Open","High","Low","Vol.","Change %"
"03/04/2021","226.50","228.76","230.83","224.29","82.66M","-0.77%"
"03/03/2021","228.26","230.85","231.04","227.94","74.71M","-1.17%"
"03/02/2021","230.96","232.59","232.59","229.21","72.68M","-0.71%"
"03/01/2021","232.62","235.05","236.43","232.52","68.23M","0.15%"
"02/26/2021","232.26","236.84","236.90","232.25","88.54M","-1.82%"
"02/25/2021","236.56","239.84","241.95","234.87","77.77M","-1.59%"
"02/24/2021","240.38","239.07","241.14","238.36","75.10M","0.55%"
"02/23/2021","239.06","239.35","240.42","238.31","77.96M","0.31%"
"02/22/2021","238.31","236.46","239.29","235.78","84.82M","0.54%"
"02/19/2021","237.03","237.23","238.72","236.49","77.72M","0.24%"
"02/18/2021","236.47","235.67","236.69","235.41","54.19M","-0.03%"
"02/17/2021","236.53","235.85","236.86","234.86","55.68M","0.08%"
"02/16/2021","236.33","239.44","239.44","235.17","71.60M","-1.07%"
"02/12/2021","238.88","238.21","239.49","236.83","55.84M","-0.06%"
"02/11/2021","239.02","239.38","240.40","237.71","65.82M","-0.11%"
"02/10/2021","239.29","239.26","240.98","238.13","59.95M","0.60%"
"02/09/2021","237.87","237.83","238.52","236.53","50.30M","0.47%"
"02/08/2021","236.75","236.17","236.77","234.70","52.76M","0.22%"
"02/05/2021","236.22","236.14","236.57","235.19","46.75M","0.34%"
"02/04/2021","235.41","234.39","236.85","233.99","71.58M","0.50%"
"02/03/2021","234.25","233.79","234.96","231.06","66.12M","-0.37%"
"02/02/2021","235.13","235.10","236.20","233.63","58.41M","0.41%"
"02/01/2021","234.17","230.03","234.17","227.58","64.89M","2.27%"
"01/29/2021","228.98","229.40","232.19","227.54","100.50M","-1.02%"
"01/28/2021","231.34","230.09","234.11","229.30","85.49M","0.32%"
"01/27/2021","230.60","232.73","234.61","229.26","103.70M","-1.39%"
"01/26/2021","233.85","231.66","234.36","231.35","66.14M","1.14%"
"01/25/2021","231.22","229.55","232.71","228.37","80.37M","0.82%"
"01/22/2021","229.33","228.10","229.87","227.48","62.46M","0.31%"
"01/21/2021","228.63","228.56","228.96","226.59","56.97M","-0.34%"
"01/20/2021","229.41","224.76","230.40","224.31","66.35M","1.97%"
"01/19/2021","224.97","227.39","227.49","224.42","59.84M","-0.54%"
"01/15/2021","226.20","222.85","226.70","222.05","65.95M","1.46%"
"01/14/2021","222.94","222.48","224.36","221.12","71.14M","0.62%"
"01/13/2021","221.56","219.00","221.93","219.00","59.51M","1.39%"
"01/12/2021","218.53","217.86","218.76","215.81","68.32M","0.06%"
"01/11/2021","218.40","221.09","221.81","217.75","61.47M","-1.66%"
"01/08/2021","222.08","220.33","222.76","220.14","54.68M","1.09%"
"01/07/2021","219.69","219.07","220.45","218.26","71.53M","0.31%"
"01/06/2021","219.02","220.18","220.42","218.04","83.46M","-0.54%"
